eos	smiles
EOS100241	Nc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cn1
EOS100242	Nc1nonc1/C(=N\c1ccc(F)c(Cl)c1)NO
EOS100159	CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
EOS100160	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
EOS100161	O=C(c1ccc(Cl)cc1)N(Cc1ccccc1)C1CCCCC1
EOS100162	O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12
EOS100243	N#Cc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1
EOS98601	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]
EOS100244	COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1
EOS100163	O=C(O)Cc1ccc(O)cc1
EOS100164	C/C(=N\NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1
EOS98602	CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1
EOS100165	CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1
EOS100245	O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12
EOS98603	COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
EOS100246	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)[C@@H](C)CC)C(=O)O.O=C(O)C(F)(F)F
EOS100247	CN1CCN(c2ccc(-c3ccncc3-c3cc(F)c(O)c(F)c3)cc2)CC1
EOS100248	NC(=S)N/N=C/c1ncccc1N
EOS100166	O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1
EOS100167	Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(-c3ccccc3)nn2)n(C)c1=O
EOS100168	CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21
EOS100271	Cc1n[nH]c2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12
EOS100272	Cc1cc(-n2c(=O)ccc3c[nH]c4nccc-4c32)ccc1F
EOS100249	COc1ccc(-c2ccccc2)cc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1O
EOS100250	CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
EOS98604	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C\1C
EOS100251	c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1
EOS100252	COc1cc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)ccc1OCC1CC1
EOS100253	COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1
EOS100273	C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1
EOS100274	COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
EOS100275	O=C(O)C(Cc1ccccc1)CN(O)C(=O)Cc1ccccc1
EOS100276	Nc1ccccc1NC(=O)CCCCCC(=O)Nc1ccccc1
EOS98605	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
EOS100277	COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1
EOS100278	O=C1N[C@](c2ccc(N3CCOCC3)cc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl
EOS100279	Nc1ncc(-c2ccnc(Nc3ccncc3)n2)c(CC2CC2)n1
EOS100254	C=CC(=O)Nc1ccc(CN2C(=O)N(c3cc(OC)cc(OC)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1
EOS100255	C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O
EOS100256	C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H](C)O1
EOS100257	O=C(NO)c1cccc(C(=O)NCCc2ccccc2)c1
EOS100280	COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F
EOS100258	CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1
EOS98606	COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
EOS100259	CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
EOS100281	N[C@@H](CCCCNC(=O)OCc1ccc([N+](=O)[O-])cc1)C(=O)N1CCCC1
EOS100282	CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21
EOS98607	CC1CCC/C=C/C2CC(O)CC2C(O)/C=C/C(=O)O1
EOS100283	OCC1=C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12
EOS100284	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1
EOS100260	COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1
EOS98608	Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
EOS100261	C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1
EOS100262	COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1
EOS100285	CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1.Cl.Cl.Cl
EOS100286	Cc1ccc(Oc2nc3cc(Cl)c(-c4ccc(-c5ccccc5)cc4)cc3[nH]2)cc1C(=O)O
EOS100287	Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
EOS100263	COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2
EOS98609	O.O.O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
EOS100264	c1cncc(-c2cnn[nH]2)c1
EOS100265	COc1ccc(S(=O)(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc1OC
EOS100288	COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1.Cl.Cl
EOS100289	NC(=O)c1nc(-c2c(F)cccc2Cl)oc1Nc1ccc(C(=O)N2CCOCC2)cc1
EOS98610	CCOC(=O)C1=C(c2ccccc2)NC(SCC(=O)Nc2ccc(C)cc2)=C(C#N)C1c1ccco1
EOS100290	COc1ccccc1[C@H](Cn1c(=O)n(C(C)(C)C(=O)O)c(=O)c2c(C)c(-c3ncco3)sc21)OC1CCOCC1
EOS100266	CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1
EOS100267	O=C(NC1CCN(CC(F)(F)F)CC1)c1ccc(-c2cccc(F)c2)nc1
EOS100291	COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1.O=C(O)C(F)(F)F
EOS100292	CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1
EOS100268	Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1
EOS100269	Cl.NC/C(=C/F)CCc1ccc(F)cc1
EOS100293	Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1
EOS98611	CCCC12CN(C(=O)c3ccc(OC)cc3)CC(C)(CN(C(=O)c3ccc(OC)cc3)C1)C2=O
EOS100294	C[C@@H]1CN(c2cccnc2F)C(=O)c2cc(COc3ccc(Cl)cn3)nn21
EOS100295	COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl
EOS100270	CN(C)CCNC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1
EOS100433	O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1
EOS100296	C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1
EOS98612	CCOC(=O)SC1=N/C(=C\c2ccc(N(C)C)cc2)C(=O)S1
EOS100297	CC(=O)O/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1
EOS100298	CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
EOS100434	COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
EOS100435	c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1
EOS98613	S=C(OC1CC2CC1C1CCCC21)S[K]
EOS100436	CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1
EOS100299	C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1
EOS100437	Cc1cc(O)c(-c2ccc([C@@H](C)CN)cc2)c2c1[nH]c(=O)c1sccc12
EOS100300	CNc1[nH]c(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2ncc(Cl)c1-2
EOS98614	O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O
EOS100301	CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12
EOS100302	C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1
EOS100303	CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O
EOS100304	NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3
EOS100305	O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F
EOS100306	CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1
EOS100307	COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1
EOS100308	N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12
EOS100309	Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O
EOS100310	COc1ccc(-c2cc3nnc(-c4ccccc4)nc3s2)cc1
EOS100311	N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2[nH]1
EOS100312	C/C(=C1/C(=O)Nc2ccc(NC(N)=O)cc21)c1ccc[nH]1
EOS100313	COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1
EOS100314	CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccc(F)cc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1
EOS100315	O=C(NCc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl
EOS100316	CN1C(=O)NC(Cc2c[nH]c3c(Cl)cccc23)C1=O
EOS100438	COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1.Cl.Cl
EOS100439	CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
EOS100440	CC1(C)CC(=O)C2=C(C1)NC(=S)NC2c1cccc(O)c1
EOS100441	Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1
EOS100442	CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1
EOS100443	Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1
EOS100444	Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
EOS100445	NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1
EOS100446	Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1
EOS100447	C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1
EOS100448	Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1
EOS100449	CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
EOS100450	COc1cc(C(=O)N(CCCc2ccccc2)Cc2ccc(CC(=O)O)cc2)cc(OC)c1C
EOS100451	COc1cc2c3c(n(CCCNCCO)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2.Cl
EOS100452	C#CCN(Cc1cc2c(=O)[nH]c(C)nc2cc1Br)c1ccc(C(=O)NCc2cccnc2)cc1
EOS100453	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1
EOS100454	Cc1ccc(Oc2nc3cc(Cl)c(-c4ccc5c(ccn5C)c4)cc3[nH]2)cc1C(=O)O
EOS100455	CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1
EOS100456	NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1
EOS100317	Cc1nc2c(NCc3cccc(S(C)(=O)=O)c3)nccn2c1-c1ccc(O)c(F)c1
EOS100318	CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1
EOS100319	CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
EOS100320	C#Cc1c[nH]c(=O)[nH]c1=O
EOS100321	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.[Na+]
EOS100457	CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl
EOS100458	O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1
EOS100322	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1
EOS100323	CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl
EOS98615	Cc1ccc(C)n1C(Cc1ccccc1)C(=O)[O-].[K+]
EOS100324	CCCCNc1ccc(C(=O)OCCN(C)C)cc1
EOS100325	O=S(=O)(CC1CS1)c1ccc(Oc2ccccc2)cc1
EOS100459	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1.O=C(O)/C=C\C(=O)O
EOS100460	CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@H]1c1ccc(C#N)nc1
EOS100461	NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2
EOS98616	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
EOS100462	Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1
EOS100326	COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2
EOS100327	CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2.Cl
EOS100328	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
EOS100463	O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O
EOS98617	O=c1c2ccccc2[se]n1-c1ccccc1
EOS100464	CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1
EOS100465	Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1
EOS100329	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
EOS100330	Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]
EOS98618	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
EOS100331	C[C@H](NC(c1cccc2nc([O-])c([O-])nc12)P(=O)([O-])[O-])c1ccc(Br)cc1.O.[Na+].[Na+].[Na+].[Na+]
EOS100332	O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]
EOS100466	NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
EOS100467	O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1
EOS100468	O=P(O)(O)CP(=O)(O)O
EOS100333	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
EOS98619	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
EOS100334	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
EOS100335	CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O
EOS100469	Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21
EOS100470	NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1
EOS100471	CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1
EOS100336	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
EOS98620	Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
EOS100337	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O
EOS100338	CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1
EOS100339	NCCCCCC(=O)O
EOS100472	COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1
EOS100473	c1ccc(Cn2c(-c3ccc(OC[C@H](C4CCNCC4)n4c(-c5ccccc5)nc5ccccc54)cc3)nc3ccccc32)cc1
EOS98621	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
EOS100474	CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Oc4ccc5c(c4)CC(=O)N5)c3)cc2C(F)(F)F)CC1
EOS100475	COc1cc(CC(=O)O)ccc1O
EOS100340	CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+]
EOS100341	CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O
EOS98622	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
EOS100342	C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
EOS100343	Oc1c(I)cc(I)c2cccnc12
EOS100476	Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+]
EOS100477	O=C(Nc1ccc2[nH]c(=O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1
EOS100478	CC(C)(C)C(=O)/C(=N/c1ccc(Cl)cc1)NNc1ccc(Cl)cc1
EOS100344	CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
EOS100345	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
EOS98623	CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
EOS100346	N=C(N)NOCC[C@H](N)C(=O)O.O=S(=O)(O)O
EOS100347	Cl.O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
EOS100479	COc1cc(-c2cc(-c3cccc(O)c3)cnc2N)cc(OC)c1OC
EOS100480	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC
EOS98624	O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
EOS100481	CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1
EOS100348	CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
EOS100349	CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1OC(=O)CCC.[Na+]
EOS100482	Cc1ncc(Cl)cc1NCc1ccc(C(=O)N[C@@H](CC2CCCC2)C(=O)NC2CC2)s1
EOS98625	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
EOS100483	COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(O)nc2n1
EOS100484	Cc1ccc(/C=N/NC(=O)c2ccccc2Oc2ccccc2)o1
EOS100350	N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O
EOS100351	O=c1ccc2ccc(O)cc2o1
EOS100352	N[C@@H](COP(=O)(O)O)C(=O)O
EOS100353	CCOc1cc(NC(C)=O)ccc1C(=O)OC
EOS100485	COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCCN(C)C
EOS98626	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
EOS100486	CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1
EOS100354	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
EOS100355	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
EOS100487	COc1ccccc1C(=O)Nc1cc2c(cc1N1CCNC[C@H]1C)n(C)c(=O)n2C
EOS100356	O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21
EOS98627	Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
EOS100357	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
EOS100358	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
EOS100359	O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+]
EOS100360	O=C(O)[C@H](S)[C@H](S)C(=O)O
EOS100361	N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O
EOS100488	CC(C)(C)C[C@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12
EOS100489	C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2
EOS100490	O=C(c1ccc(Cl)cc1Cl)n1nnc2ccccc21
EOS100491	Cc1ccc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1
EOS100492	CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1
EOS100362	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
EOS100493	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21
EOS100363	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
EOS98628	CN(C)CCC=C1c2ccccc2CCc2ccccc21
EOS100364	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O
EOS100494	O=C(NCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1
EOS100495	O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21
EOS100365	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
EOS98629	Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
