Protein ID,Recursion Step Done,Ligand Description,Binding Affinity (kcal/mol),Number of clashes,Strain Energy,Confidence Score,Rank of sdf,_timestamp,_runtime,_step
AF-Q8TCT9-F1-model_v3,1/5,null,11.06779492963238,6,6.9531125849065205,-1.22,rank1_confidence-1.22,1711941890.548115,17.527957916259766,8
AF-P05783-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P25398-F1-model_v3/rank1_confidence-0.88.sdf,-2.0446646971389635,1,7.318020739454553,-2.87,rank1_confidence-2.87,1711878058.3066473,13.28690218925476,8
AF-P0C7N1-F1-model_v3,1/5,null,244.58725572286698,31,6.813250704148103,-1.37,rank1_confidence-1.37,1711931618.5270255,23.31920337677002,8
AF-Q0VFZ6-F1-model_v3,1/5,null,707.5546319779669,57,5.224712458696587,-1.84,rank1_confidence-1.84,1711868271.4530692,25.298689126968384,8
AF-B1ANH7-F1-model_v3,1/5,null,-1.65297710553601,8,6.847934486571063,-1.12,rank1_confidence-1.12,1711870353.6666062,30.264949083328247,8
AF-P02671-F1-model_v3,1/5,null,0.1987159122718808,23,6.046585726306958,-2.5,rank1_confidence-2.50,1711891837.0259016,31.13740348815918,8
AF-P08185-F1-model_v3,1/5,null,-5.4261061840421405,6,3.877170222824617,-1.12,rank1_confidence-1.12,1711851326.695872,23.926881074905396,8
AF-Q9NWF4-F1-model_v3,1/5,null,-3.753648364348783,11,4.459559668792593,-2.1,rank1_confidence-2.10,1711867086.976923,38.996744871139526,8
AF-Q6NUS8-F1-model_v3,1/5,null,-4.1323092951137514,20,7.746433504151852,-0.92,rank1_confidence-0.92,1711869107.492658,23.357419967651367,8
AF-O60637-F1-model_v3,1/5,null,-2.3405356809205693,11,12.160180033462552,-2.42,rank1_confidence-2.42,1711965680.7683108,50.637473821640015,8
AF-Q9H9A7-F1-model_v3,1/5,null,63484.55379922779,60,7.16404273307441,-1.99,rank1_confidence-1.99,1711910126.2626994,28.54245924949646,8
AF-Q8N612-F1-model_v3,1/5,null,-2.585217502448305,26,6.71196634192674,-0.69,rank1_confidence-0.69,1711860938.6365428,19.522637844085693,8
AF-Q9NVP2-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9H9A7-F1-model_v3/rank1_confidence-1.44.sdf,-1.798537569172011,8,7.201191841136321,-2.5,rank1_confidence-2.50,1711958796.1689513,17.448002338409424,8
AF-Q9Y3L5-F1-model_v3,1/5,null,-4.39057751898674,8,7.31957853046346,-1.27,rank1_confidence-1.27,1711924717.291702,39.85320711135864,8
AF-Q5MNZ6-F1-model_v3,1/5,null,-2.823422077731641,5,7.037365623653429,-1.31,rank1_confidence-1.31,1711964995.1272063,16.035287380218506,8
AF-Q9UNZ5-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9Y3L5-F1-model_v3/rank1_confidence-1.39.sdf,-1.4316262406605462,12,7.138922904978955,-2.45,rank1_confidence-2.45,1712001677.6083548,14.431635856628418,8
AF-Q16763-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5MNZ6-F1-model_v3/rank1_confidence-1.44.sdf,-2.2229813191735883,11,5.346415014203089,-3.24,rank1_confidence-3.24,1711904814.6083126,33.279186725616455,8
AF-P14902-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9UNZ5-F1-model_v3/rank1_confidence-1.03.sdf,8.932358604946396,76,10.809184427605302,-1.61,rank1_confidence-1.61,1711999112.4197721,89.88384103775024,8
AF-P0C5J1-F1-model_v3,1/5,null,-4.8811187924785715,36,5.6897088169248775,-0.97,rank1_confidence-0.97,1711899146.3658218,16.70618176460266,8
AF-Q8N4W6-F1-model_v3,1/5,null,-5.139478490647078,11,7.50722391049699,-1.03,rank1_confidence-1.03,1711874179.5721107,24.67093062400818,8
AF-Q9BUB5-F1-model_v3,1/5,null,-5.951300091865305,13,4.619237961281954,-0.73,rank1_confidence-0.73,1711870112.639319,22.3817298412323,8
AF-Q9Y5Z6-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q8N4W6-F1-model_v3/rank1_confidence-1.01.sdf,-3.6478593886863293,19,7.138814498705827,-1.97,rank1_confidence-1.97,1711924343.081052,14.480807065963745,8
AF-Q8IWT1-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9BUB5-F1-model_v3/rank1_confidence-0.69.sdf,0.45465894936273055,14,6.780347559603584,-1.39,rank1_confidence-1.39,1711951051.051039,15.66231107711792,8
AF-A6NI73-F1-model_v3,1/5,null,35.41512042445378,44,7.632983167557811,-1.88,rank1_confidence-1.88,1712003098.9430285,21.857433557510376,8
AF-P0DN80-F1-model_v3,1/5,null,77647.15819103335,86,5.800877547355597,-2.37,rank1_confidence-2.37,1711921217.1183174,16.68418836593628,8
AF-D6R9N7-F1-model_v3,1/5,null,-2.5878551218810504,5,4.984714327962081,-1.92,rank1_confidence-1.92,1711845757.9422574,20.695401430130005,8
AF-Q86VZ2-F1-model_v3,1/5,null,-6.790517340118688,18,15.733966716658173,-0.9,rank1_confidence-0.90,1711871859.0505695,29.893348455429077,8
AF-O95196-F1-model_v3,1/5,null,-2.0671341777763232,4,9.870783892859947,-2.11,rank1_confidence-2.11,1711853549.7329912,51.152536153793335,8
AF-Q5JU67-F1-model_v3,1/5,null,-1.3597697346395763,2,7.1417338213277475,-1.22,rank1_confidence-1.22,1711919000.4996517,20.81918978691101,8
AF-Q8WWV6-F1-model_v3,1/5,null,-1.6170041701878368,14,6.617753430992138,-0.99,rank1_confidence-0.99,1711864354.2498283,25.40740942955017,8
AF-Q96IJ6-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5JU67-F1-model_v3/rank1_confidence-1.21.sdf,-2.369364595481603,32,11.890014027679328,-1.39,rank1_confidence-1.39,1711904456.6590564,17.46612238883972,8
AF-Q9Y620-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q8WWV6-F1-model_v3/rank1_confidence-0.65.sdf,-2.192258669236778,54,6.858146838040284,-2.37,rank1_confidence-2.37,1711934380.9945476,17.55777668952942,8
AF-Q9Y3B3-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q96IJ6-F1-model_v3/rank1_confidence-0.67.sdf,0.8799450494424351,19,7.070048916597045,-2.19,rank1_confidence-2.19,1711941879.041308,17.85503387451172,8
AF-Q96HG1-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9Y620-F1-model_v3/rank1_confidence-0.93.sdf,-2.6654584870111138,2,6.488125057410528,-0.96,rank1_confidence-0.96,1712003284.84964,21.267132997512817,8
AF-P01588-F1-model_v3,1/5,null,18.880484672013836,21,9.024238716612942,-2.12,rank1_confidence-2.12,1712001460.1913223,18.012481212615967,8
AF-Q9BZI7-F1-model_v3,1/5,null,9.922998561533669,31,9.686625173352795,-2.17,rank1_confidence-2.17,1711941396.8843522,12.227525234222412,8
AF-Q96T60-F1-model_v3,1/5,null,-5.25203322674818,19,5.51104999569236,-0.87,rank1_confidence-0.87,1711866597.5560856,15.824466705322266,8
AF-P04637-F1-model_v3,1/5,null,-2.2631154412790724,35,9.231362194314258,-2.01,rank1_confidence-2.01,1711953605.6616635,26.094298601150513,8
AF-A8K0Z3-F1-model_v3,1/5,null,-2.5699749598618857,8,8.195098588082317,-1.75,rank1_confidence-1.75,1711947345.6212022,32.07706022262573,8
AF-Q9BUM1-F1-model_v3,1/5,null,16.461262185194606,35,8.317887378019194,-1.46,rank1_confidence-1.46,1711867845.9082036,23.64714765548706,8
AF-Q8WTU2-F1-model_v3,1/5,null,-2.65226819170763,22,9.990631155903188,-2.72,rank1_confidence-2.72,1711847798.203702,50.9069390296936,8
AF-P15259-F1-model_v3,1/5,null,-6.983957150266291,34,4.720413526711766,-1.11,rank1_confidence-1.11,1711951173.0826588,21.102738857269287,8
AF-H3BNL8-F1-model_v3,1/5,null,-3.535308808452332,10,5.299106274205357,-1.49,rank1_confidence-1.49,1711933063.5842211,26.834556102752686,8
AF-Q8IUC8-F1-model_v3,1/5,null,-0.9345166087145368,22,9.701661802506436,-3.83,rank1_confidence-3.83,1711874308.0338058,20.198400735855103,8
AF-Q6IF42-F1-model_v3,1/5,null,-4.08236186719863,25,6.517404688762738,-1.4,rank1_confidence-1.40,1711854233.9835055,20.7754545211792,8
AF-Q9NSA2-F1-model_v3,1/5,null,-2.4283257506032885,6,7.3085275424763125,-1.69,rank1_confidence-1.69,1711920263.8691149,27.544150829315186,8
AF-Q6P995-F1-model_v3,1/5,null,1394.1346410997285,67,8.106197629007852,-2.86,rank1_confidence-2.86,1711909381.0360775,20.146478414535522,8
AF-Q6UWW8-F1-model_v3,1/5,null,3.7775877260418764,39,6.260950304574038,-1.57,rank1_confidence-1.57,1711963370.5499356,29.52898859977722,8
AF-Q5JTY5-F1-model_v3,1/5,null,-3.3307583700956975,8,7.657310737098072,-1.44,rank1_confidence-1.44,1711910924.7749567,36.67978382110596,8
AF-Q9H999-F1-model_v3,1/5,null,-6.162844892500545,7,6.436470899721698,-0.78,rank1_confidence-0.78,1711912247.352035,28.01798701286316,8
AF-Q96KF7-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5JTY5-F1-model_v3/rank1_confidence-1.24.sdf,-2.163915359033616,0,10.067706636884353,-1.58,rank1_confidence-1.58,1711904530.1104832,17.29766321182251,8
AF-Q96EE4-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9H999-F1-model_v3/rank1_confidence-0.43.sdf,-1.3797987846482598,9,7.331499068971212,-2.29,rank1_confidence-2.29,1711958874.8593004,17.880622386932373,8
AF-Q8N4H5-F1-model_v3,1/5,null,-1.895140691839765,3,6.51062900405816,-1.96,rank1_confidence-1.96,1711942699.3635116,14.232768535614014,8
AF-Q9HB96-F1-model_v3,1/5,null,1.091482883693411,10,6.783901862263562,-1.35,rank1_confidence-1.35,1711940085.9668288,14.29212474822998,8
AF-Q00537-F1-model_v3,1/5,null,-7.265009049216443,7,5.4665487250269535,-0.62,rank1_confidence-0.62,1711924124.8707259,10.83433485031128,8
AF-A0A0K0K1G6-F1-model_v3,1/5,null,-3.682452717662265,7,5.721972314040016,-0.47,rank1_confidence-0.47,1711959599.474432,24.371903896331787,8
AF-P0CW23-F1-model_v3,1/5,null,-1.9759342820070684,0,8.65791815794249,-2.2,rank1_confidence-2.20,1711888154.1162307,28.621864795684814,8
AF-Q6NUP7-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-A0A0K0K1G6-F1-model_v3/rank1_confidence-0.39.sdf,-3.6057939068980702,2,7.368280642707134,-1.31,rank1_confidence-1.31,1711837365.168759,12.252915143966675,8
AF-P24390-F1-model_v3,1/5,null,467645.8797795564,89,12.063198336556368,-2.01,rank1_confidence-2.01,1711871287.3074274,24.154152393341064,8
AF-P63211-F1-model_v3,1/5,null,-1.7955356712837438,0,9.566576843531891,-2.38,rank1_confidence-2.38,1711910125.9779947,40.61824059486389,8
AF-Q96LQ0-F1-model_v3,1/5,null,11020.792127650271,57,6.617953818243066,-1.84,rank1_confidence-1.84,1711877643.8340895,18.820114612579346,8
AF-Q16540-F1-model_v3,1/5,null,96661.09985860412,104,9.690132964134918,-3.88,rank1_confidence-3.88,1711886305.3898816,12.11085057258606,8
AF-Q53G59-F1-model_v3,1/5,null,23.65009225501932,40,7.86819157014817,-2.08,rank1_confidence-2.08,1711943367.834428,23.956451177597046,8
AF-Q5T870-F1-model_v3,1/5,null,-2.2923093095609155,4,8.493524960025553,-1.52,rank1_confidence-1.52,1711898607.9551327,15.294338703155518,8
AF-Q7Z4F1-F1-model_v3,1/5,null,375.5555902277924,74,6.829807123027962,-2.47,rank1_confidence-2.47,1711902954.1902478,32.17607378959656,8
AF-Q9NRJ3-F1-model_v3,1/5,null,-3.7686635039025096,7,6.216049867038535,-0.95,rank1_confidence-0.95,1711906042.0419905,13.403234481811523,8
AF-A0A140T8X8-F1-model_v3,1/5,null,-2.1853595450027443,1,12.79374707916044,-0.37,rank1_confidence-0.37,1711916806.1816165,31.379371643066406,8
AF-P09603-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9NRJ3-F1-model_v3/rank1_confidence-0.75.sdf,-3.4226455328259977,7,10.137651895380728,-1.33,rank1_confidence-1.33,1711963102.277838,28.252755880355835,8
AF-Q96T75-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-A0A140T8X8-F1-model_v3/rank1_confidence-0.20.sdf,-1.6911532217262848,3,9.40874707491811,-0.95,rank1_confidence-0.95,1711838040.8403053,18.894684314727783,8
AF-Q9Y663-F1-model_v3,1/5,null,-4.8883828353000265,18,10.436139406799725,-0.79,rank1_confidence-0.79,1711869849.7180943,28.84949231147766,8
AF-Q8N1F7-F1-model_v3,1/5,null,0.18197458391588628,44,7.34915805612151,-2.42,rank1_confidence-2.42,1711947314.3024828,17.125605821609497,8
AF-Q495A1-F1-model_v3,1/5,null,3826.4856468383045,32,7.797585463002463,-1.48,rank1_confidence-1.48,1712003230.8339665,23.258241415023804,8
AF-O95251-F1-model_v3,1/5,null,0.9720808361007954,28,6.390825374204354,-1.55,rank1_confidence-1.55,1711923225.1050339,39.549853801727295,8
AF-P40926-F1-model_v3,1/5,null,-5.883106195904154,13,6.222275294349984,-0.46,rank1_confidence-0.46,1711901767.8531082,27.776994228363037,8
AF-O95150-F1-model_v3,1/5,null,17783.434726448937,45,6.512881228360527,-2.43,rank1_confidence-2.43,1711864492.9148023,37.43208622932434,8
AF-Q5R3K3-F1-model_v3,1/5,null,-3.6908304588495784,10,7.232837025353092,-1.85,rank1_confidence-1.85,1711881555.0396197,20.226794719696045,8
AF-Q6UXH1-F1-model_v3,1/5,null,-3.1414020945423498,2,7.769498737858399,-2.07,rank1_confidence-2.07,1711864207.5592084,18.807162284851074,8
AF-Q4W5P6-F1-model_v3,1/5,null,11.783166612746442,30,7.409376287828323,-2.09,rank1_confidence-2.09,1711904880.681453,18.240745067596436,8
AF-Q9BYC2-F1-model_v3,1/5,null,32.840347752618364,38,5.759728166592296,-0.77,rank1_confidence-0.77,1711912474.2039459,20.49090886116028,8
AF-A0A1W2PPM1-F1-model_v3,1/5,null,-3.529039744846099,1,7.828983497563797,-1.88,rank1_confidence-1.88,1711902603.8273962,12.019871234893799,8
AF-Q8N6S5-F1-model_v3,1/5,null,-2.6927167038618767,3,4.872359148110746,-1.9,rank1_confidence-1.90,1711952928.1565983,26.580864429473877,8
AF-Q96AA3-F1-model_v3,3/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-A0A1W2PPM1-F1-model_v3/rank1_confidence-1.45.sdf,0.8930696807901636,30,7.44572964640588,-1.97,rank1_confidence-1.97,1711839663.3616607,14.561164617538452,8
AF-Q9Y2I9-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q8N6S5-F1-model_v3/rank1_confidence-1.29.sdf,1217.0419980003396,66,5.43320472580892,-3.13,rank1_confidence-3.13,1711925059.6645677,13.037262678146362,8
AF-P41595-F1-model_v3,1/5,null,-8.013183423554823,5,7.7969762152669375,-0.28,rank1_confidence-0.28,1711938388.5711076,28.7584285736084,8
AF-Q8IW45-F1-model_v3,1/5,null,10.342905064565896,24,5.294549117297009,-1.4,rank1_confidence-1.40,1712000939.2586803,39.77328538894653,8
AF-P23515-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P41595-F1-model_v3/rank1_confidence0.11.sdf,-1.0267723372022237,0,5.520034274006463,-1.51,rank1_confidence-1.51,1711881958.4590175,16.635411500930786,8
AF-Q9Y277-F1-model_v3,1/5,null,-3.0132853323339766,9,4.97791321985072,-1.68,rank1_confidence-1.68,1711921010.2844908,25.88074493408203,8
AF-Q9HBM6-F1-model_v3,1/5,null,-0.6307517037689437,0,6.6764443255633665,-3.03,rank1_confidence-3.03,1711877417.6056721,23.250360012054443,8
AF-P11216-F1-model_v3,1/5,null,-5.124721948205592,12,8.755810013100458,-1.02,rank1_confidence-1.02,1712000591.5716562,19.17429232597351,8
AF-Q8N443-F1-model_v3,1/5,null,1.4503817847279787,23,8.821069838705156,-2.36,rank1_confidence-2.36,1711959800.7884421,17.85967206954956,8
AF-P49759-F1-model_v3,1/5,null,63939.72877774375,113,4.807850868545799,-2.02,rank1_confidence-2.02,1711872904.8939643,42.477020263671875,8
AF-Q9GZN0-F1-model_v3,1/5,null,-2.6294195500956055,25,8.2657709628119,-1.57,rank1_confidence-1.57,1711924006.7689102,23.1131112575531,8
AF-Q9NPH6-F1-model_v3,1/5,null,133.08707090237252,42,2.4318907496727036,-0.56,rank1_confidence-0.56,1711884205.3943517,27.526050806045532,8
AF-Q96CN9-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9GZN0-F1-model_v3/rank1_confidence-0.79.sdf,-2.3591449812562724,2,11.951631628488684,-3.05,rank1_confidence-3.05,1711954422.6098607,15.7353355884552,8
AF-P34995-F1-model_v3,1/5,null,-6.4849733388845925,19,8.523828485049222,-0.45,rank1_confidence-0.45,1711961461.9895115,15.451550483703613,8
AF-A0A1W2PR48-F1-model_v3,1/5,null,1.5802586284273725,51,5.533735768234138,-1.55,rank1_confidence-1.55,1711939332.7279804,33.94743037223816,8
AF-Q9H1A7-F1-model_v3,1/5,null,11102.605497154986,99,6.553014486876606,-2.58,rank1_confidence-2.58,1711880270.8172264,22.815300464630127,8
AF-Q9P0V3-F1-model_v3,1/5,null,0.11741909007314055,15,9.175606469190797,-1.48,rank1_confidence-1.48,1711840031.4803405,26.128263473510742,8
AF-Q9HBG7-F1-model_v3,1/5,null,4.437243098450894,7,6.140278043990875,-1.88,rank1_confidence-1.88,1711955435.5624673,13.948421239852905,8
AF-Q3C1V8-F1-model_v3,1/5,null,-3.8054705017628705,1,4.76849001156765,-2.05,rank1_confidence-2.05,1711978214.9452856,193.8407654762268,8
AF-P32239-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9HBG7-F1-model_v3/rank1_confidence-1.17.sdf,16.951895832355515,61,6.782439715048582,-1.71,rank1_confidence-1.71,1711959743.7461004,19.32783031463623,8
AF-Q14585-F1-model_v3,1/5,null,1.8194818317637478,25,9.763371387320007,-1.26,rank1_confidence-1.26,1711900709.4170086,19.55127453804016,8
AF-Q96LB4-F1-model_v3,1/5,null,-2.032076924694972,2,12.724002969751439,-2.7,rank1_confidence-2.70,1711879804.5359747,25.270177841186523,8
AF-Q7Z6J2-F1-model_v3,1/5,null,-3.984353645052066,26,10.034336376792425,-0.89,rank1_confidence-0.89,1711895622.139945,26.65180206298828,8
AF-Q6PEW0-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q96LB4-F1-model_v3/rank1_confidence-1.31.sdf,-7.38804543016438,17,6.4712106240042715,-0.79,rank1_confidence-0.79,1711943220.8659692,13.878323078155518,8
AF-Q12860-F1-model_v3,1/5,null,-2.860003149781634,12,7.304512490865378,-1.67,rank1_confidence-1.67,1711917356.7559857,22.720131635665894,8
AF-Q9H147-F1-model_v3,1/5,null,-0.631356420942084,12,8.063613317470868,-2.0,rank1_confidence-2.00,1711911112.6999197,23.171024799346924,8
AF-P13073-F1-model_v3,1/5,null,-3.604965673463538,11,6.583178731678302,-2.73,rank1_confidence-2.73,1711892375.5519814,47.25454545021057,8
AF-Q09FC8-F1-model_v3,1/5,null,848.2186163479762,60,5.876492853931893,-1.98,rank1_confidence-1.98,1711955320.1643324,21.303505420684814,8
AF-Q92828-F1-model_v3,1/5,null,-3.2637105494811895,7,10.346085941904832,-1.83,rank1_confidence-1.83,1711873491.6820638,16.973394870758057,8
AF-Q9Y421-F1-model_v3,1/5,null,88.67892311323995,39,8.115533174974402,-3.04,rank1_confidence-3.04,1711891553.4244862,41.874521255493164,8
AF-O95476-F1-model_v3,1/5,null,-3.929797618109453,23,10.1555491298775,-1.88,rank1_confidence-1.88,1711937021.6317897,26.73920178413391,8
AF-Q9NVX2-F1-model_v3,1/5,null,-3.7536417578354846,1,5.2588301487705,-1.11,rank1_confidence-1.11,1712001741.7814808,14.561657905578613,8
AF-Q96PH6-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-O95476-F1-model_v3/rank1_confidence-1.32.sdf,-1.4495034245678644,0,11.39934460925737,-1.7,rank1_confidence-1.70,1711864951.4362109,16.363744974136353,8
AF-Q9NQT5-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q9NVX2-F1-model_v3/rank1_confidence-0.61.sdf,-3.880509137452085,5,8.81604384635925,-1.3,rank1_confidence-1.30,1711965441.3306227,17.888288736343384,8
AF-P35321-F1-model_v3,1/5,null,-0.8187799968720774,3,6.924282789490647,-2.2,rank1_confidence-2.20,1711945206.8163285,17.68318462371826,8
AF-Q5BKX8-F1-model_v3,1/5,null,-1.9165072004546424,1,7.694142323439351,-2.71,rank1_confidence-2.71,1711961998.3533828,17.922224760055542,8
AF-P12104-F1-model_v3,1/5,null,1002.4223416722677,56,170.05871284163692,1.31,rank1_confidence1.31,1711880437.2578223,13.7158522605896,8
AF-Q9H477-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5BKX8-F1-model_v3/rank1_confidence-1.46.sdf,0.029812924180141365,19,6.556237390336491,-1.42,rank1_confidence-1.42,1711903579.4592423,15.23704743385315,8
AF-P0C851-F1-model_v3,1/5,null,-3.870793902607734,9,6.22809324404399,-1.1,rank1_confidence-1.10,1711873225.4455101,16.393004179000854,8
AF-P14316-F1-model_v3,1/5,null,18.747248829258684,35,5.5806210083468955,-1.19,rank1_confidence-1.19,1711956844.5775163,21.688462257385254,8
AF-P61599-F1-model_v3,4/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P0C851-F1-model_v3/rank1_confidence-1.22.sdf,114.66229993012261,46,5.761550397226486,-1.66,rank1_confidence-1.66,1711870683.0247285,16.147319555282593,8
AF-Q04771-F1-model_v3,1/5,null,-7.738265396843351,21,7.826278968011508,-0.86,rank1_confidence-0.86,1711873949.629184,22.87824296951294,8
AF-Q96DU7-F1-model_v3,1/5,null,46.04970802244556,30,7.139048329754942,-1.92,rank1_confidence-1.92,1711885392.8988411,15.602459192276001,8
AF-Q96HH4-F1-model_v3,1/5,null,-2.758565580559491,15,12.548487842835357,-1.62,rank1_confidence-1.62,1711889930.5633714,31.243417501449585,8
AF-Q9H175-F1-model_v3,1/5,null,-2.727470236255416,3,4.839254917626064,-1.36,rank1_confidence-1.36,1711939941.5379539,32.59201979637146,8
AF-Q9Y2L1-F1-model_v3,1/5,null,6169.308476352994,40,13.564634588712636,-1.21,rank1_confidence-1.21,1711941413.3976781,20.63775110244751,8
AF-Q16617-F1-model_v3,1/5,null,8.038670737909726,37,5.12204215100202,-1.94,rank1_confidence-1.94,1711955454.0950103,27.078814268112183,8
AF-A6NMB9-F1-model_v3,1/5,null,68.10725013919364,26,9.52705495115329,-1.59,rank1_confidence-1.59,1712000990.4091482,41.98323631286621,8
AF-Q8WUA7-F1-model_v3,1/5,null,16.334588827565735,23,5.979770376917017,-2.05,rank1_confidence-2.05,1711898838.8182607,14.314006567001343,8
AF-Q3I5F7-F1-model_v3,1/5,null,-3.837577530083564,15,6.031072191109004,-1.11,rank1_confidence-1.11,1711847141.633138,31.700795888900757,8
AF-Q16620-F1-model_v3,1/5,null,47876.58116903349,61,7.29888304465733,-1.19,rank1_confidence-1.19,1711933236.883006,25.179540157318115,8
AF-Q5VWX1-F1-model_v3,1/5,null,-3.1872523248277385,1,8.643640715324892,-2.54,rank1_confidence-2.54,1711900795.702704,31.484201908111572,8
AF-Q9BY15-F1-model_v3,1/5,null,-3.8544557080914448,9,5.520352518595743,-1.75,rank1_confidence-1.75,1711898907.0040517,34.87043356895447,8
AF-Q6IFG1-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5VWX1-F1-model_v3/rank1_confidence-1.03.sdf,-5.128082715158244,15,10.851659916048916,-1.16,rank1_confidence-1.16,1711907565.2764103,14.410212278366089,8
AF-Q969E1-F1-model_v3,1/5,null,-2.821518167241745,13,10.36969595568884,-1.25,rank1_confidence-1.25,1711952753.8018725,30.818203449249268,8
AF-Q5MCW4-F1-model_v3,1/5,null,-1.3494542599973296,7,5.517711629562669,-2.18,rank1_confidence-2.18,1711909408.9617853,21.22079634666443,8
AF-Q6P2I3-F1-model_v3,1/5,null,41.97174829065284,48,3.753322428187701,-1.17,rank1_confidence-1.17,1711937638.7894754,13.235405445098877,8
AF-B6SEH9-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-Q5MCW4-F1-model_v3/rank1_confidence-1.37.sdf,-3.6806416237494735,18,5.113806840790488,-1.05,rank1_confidence-1.05,1711904736.5482588,17.581812858581543,8
AF-O95256-F1-model_v3,1/5,null,1.7109210589854738,52,7.236681830925278,-2.03,rank1_confidence-2.03,1711910607.0835094,19.28023648262024,8
AF-Q969T9-F1-model_v3,1/5,null,-0.20299908378249987,20,6.462788545651009,-1.94,rank1_confidence-1.94,1711852172.7157953,31.46121835708618,8
AF-P0CG48-F1-model_v3,1/5,null,-2.2707890167119853,7,7.622696882471999,-1.52,rank1_confidence-1.52,1711864515.9284823,32.225510358810425,8
AF-P41439-F1-model_v3,1/5,null,-8.107173127940056,10,9.481895635895398,-1.47,rank1_confidence-1.47,1711937965.54503,17.923984050750732,8
AF-Q8N3H0-F1-model_v3,1/5,null,-3.83815915443068,7,8.85012361070153,-2.58,rank1_confidence-2.58,1711871000.0680382,85.93867015838623,8
AF-B7Z6K7-F1-model_v3,2/5,/fast/AG_Akalin/asarigun/Arcas_Stage_1/FACTORY/RESULTS/TREAMID_AF/results//AF-P41439-F1-model_v3/rank1_confidence-1.01.sdf,35.1656148272745,18,8.642452922799265,-1.99,rank1_confidence-1.99,1711881913.5714161,17.222480058670044,8
AF-O00479-F1-model_v3,1/5,null,-1.9288982311930956,21,6.726890693840019,-1.32,rank1_confidence-1.32,1711923740.422285,15.280578136444092,8
